Depth (µm);Stopping Power (MeV·cm²/g);Dose (kGy)
9.897575755461604;52.346031979873075;109.92666715773346
9.94532973811057;52.35165448664682;109.93847442195833
9.99307859127806;52.357278429927234;109.95028470284718
10.04082231475559;52.36290381031095;109.96209800165299
10.088560908334623;52.368530628394964;109.97391431962942
10.13629437180656;52.37415888477664;109.98573365803095
10.184022704962759;52.37978858005365;109.99755601811266
10.231745907594512;52.385419714824046;110.00938140113051
10.279463979493062;52.39105228968622;110.02120980834108
10.327176920449599;52.39668630523894;110.03304124100177
10.37488473025525;52.40232176208131;110.04487570037075
10.422587408701098;52.407958660812746;110.05671318770676
10.470284955578162;52.413597002033114;110.06855370426955
10.517977370677409;52.41923678634253;110.08039725131931
10.565664653789755;52.42487801434152;110.0922438301172
10.613346804706051;52.43052068663096;110.10409344192503
10.661023823217105;52.43616480381207;110.11594608800536
10.708695709113663;52.44181036648643;110.12780176962151
10.756362462186415;52.447457375255965;110.13966048803753
10.804024082225999;52.453105830722954;110.15152224451822
10.851680569022996;52.458755733490015;110.16338704032904
10.899331922367933;52.46440708416019;110.1752548767364
10.946978142051284;52.47005988333683;110.18712575500734
10.994619227863462;52.4757141316236;110.19899967640956
11.042255179594829;52.48136982962458;110.21087664221163
11.089885997035692;52.48702697794421;110.22275665368284
11.137511679976296;52.49268557718723;110.23463971209318
11.18513222820684;52.49834562795881;110.24652581871352
11.232747641517463;52.50400713086441;110.25841497481527
11.280357919698249;52.5096700865099;110.2703071816708
11.327963062539226;52.515334495501456;110.28220244055305
11.375563069830365;52.52100035844567;110.29410075273591
11.423157941361586;52.52666767594945;110.30600211949383
11.47074767692275;52.53233644862007;110.31790654210216
11.518332276303667;52.53800667706518;110.32981402183688
11.565911739294082;52.54367836189279;110.34172455997485
11.613486065683693;52.54935150371122;110.35363815779357
11.661055255262141;52.55502610312922;110.36555481657138
11.708619307819008;52.56070216075586;110.3774745375873
11.756178223143824;52.56637967720056;110.38939732212118
11.803732001026058;52.57205865307312;110.40132317145357
11.851280641255128;52.577739088983755;110.4132520868659
11.898824143620395;52.58342098554291;110.42518406964011
11.946362507911164;52.58910434336149;110.43711912105914
